OrderID,OrderDate,Region,Category,CustomerSegment,Quantity,UnitPrice,Discount,Sales,Profit,ShippingDays,Returned
ORD-102550,2023-12-25,East,Furniture,Corporate,6,136.15,0.3,571.83,3.76,3.0,No
ORD-102702,2023-12-26,South,Electronics,Consumer,1,174.16,0.0,174.16,46.77,6.0,No
ORD-102848,2023-12-26,West,Electronics,Corporate,6,256.15,0.0,1536.9,487.47,3.0,No
ORD-102855,2023-12-26,Central,Clothing,Consumer,1,61.2,0.1,55.08,14.43,9.0,No
ORD-100312,2023-12-26,North,Office Supplies,Home Office,6,30.47,0.0,182.82,63.73,1.0,No
ORD-101597,2023-12-27,North,Electronics,Corporate,2,221.71,0.0,443.42,132.76,1.0,No
ORD-100026,2023-12-27,East,Electronics,Consumer,7,180.03,0.0,1260.21,465.9,4.0,No
ORD-101493,2023-12-27,West,Electronics,Consumer,7,137.55,0.1,866.57,181.15,4.0,No
ORD-101997,2023-12-28,South,Office Supplies,Consumer,6,64.31,0.1,347.27,53.99,7.0,No
ORD-101652,2023-12-28,North,Electronics,Corporate,1,82.23,0.15,69.9,9.68,5.0,No
ORD-101840,2023-12-28,North,Clothing,Home Office,6,89.84,0.05,512.09,98.24,3.0,No
ORD-100033,2023-12-28,South,Electronics,Consumer,2,149.89,0.05,284.79,84.55,7.0,No
ORD-100370,2023-12-29,West,Clothing,Home Office,7,39.91,0.05,265.4,87.46,4.0,No
ORD-100758,2023-12-29,North,Clothing,Consumer,4,47.03,0.0,188.12,63.1,8.0,No
ORD-100270,2023-12-29,North,Clothing,Consumer,1,110.6,0.0,110.6,44.91,,No
ORD-102159,2023-12-30,North,Furniture,Consumer,6,298.21,0.15,1520.87,235.15,2.0,No
ORD-102867,2023-12-30,East,Office Supplies,Consumer,2,39.84,0.0,79.68,27.82,4.0,No
ORD-101003,2023-12-30,North,Electronics,Corporate,6,79.5,0.15,405.45,125.99,5.0,Yes
ORD-102942,2023-12-31,West,Electronics,Consumer,4,124.76,0.15,424.18,118.03,2.0,No
ORD-102682,2023-12-31,North,Electronics,Corporate,2,183.41,0.0,366.82,122.35,5.0,Yes
ORD-101915,2024-01-01,North,Clothing,Home Office,2,54.13,0.15,92.02,26.62,3.0,No
ORD-100338,2024-01-01,North,Furniture,Consumer,4,429.56,0.1,1546.42,347.18,5.0,No
ORD-102251,2024-01-01,West,Electronics,Consumer,7,205.17,0.15,1220.76,186.44,4.0,No
ORD-100019,2024-01-01,East,Electronics,Home Office,8,247.0,0.15,1679.6,298.49,1.0,No
ORD-102841,2024-01-01,South,Furniture,Consumer,7,164.57,0.05,1094.39,337.89,6.0,No
ORD-102830,2024-01-02,North,Office Supplies,Consumer,2,42.67,0.15,72.54,14.8,3.0,Yes
ORD-102990,2024-01-02,West,Electronics,Home Office,3,359.52,0.1,970.7,230.65,1.0,No
ORD-101735,2024-01-02,West,Office Supplies,Consumer,7,43.93,0.05,292.13,87.04,3.0,No
ORD-101102,2024-01-02,West,Office Supplies,Corporate,4,26.17,,88.98,21.16,2.0,No
ORD-101860,2024-01-02,East,Office Supplies,Corporate,1,14.52,0.15,12.34,1.14,4.0,No
ORD-101504,2024-01-02,West,Electronics,Corporate,6,190.28,0.15,970.43,162.0,5.0,No
ORD-100799,2024-01-02,West,Electronics,Consumer,6,228.66,0.05,1303.36,419.11,1.0,No
ORD-102712,2024-01-03,North,Clothing,Corporate,2,67.42,0.15,114.61,23.99,4.0,No
ORD-100413,2024-01-03,Central,Electronics,Home Office,6,388.28,0.05,2213.2,690.4,6.0,No
ORD-101641,2024-01-03,North,Electronics,Home Office,7,212.49,0.0,1487.43,466.07,6.0,No
ORD-102882,2024-01-03,East,Office Supplies,Corporate,3,75.82,,193.34,50.0,6.0,No
ORD-102661,2024-01-03,South,Electronics,Consumer,4,98.53,0.05,374.41,124.23,5.0,No
ORD-101690,2024-01-03,West,Office Supplies,Consumer,1,37.53,0.1,33.78,8.4,7.0,No
ORD-102615,2024-01-03,East,Electronics,Corporate,7,181.23,0.15,1078.32,213.74,3.0,No
ORD-102594,2024-01-04,South,Office Supplies,Consumer,1,17.77,0.05,16.88,5.12,5.0,No
ORD-102939,2024-01-05,North,Clothing,Home Office,1,150.88,0.0,150.88,48.97,4.0,No
ORD-102401,2024-01-05,West,Electronics,Consumer,5,123.98,0.0,619.9,232.4,1.0,No
ORD-101810,2024-01-06,North,Office Supplies,Consumer,7,63.92,0.0,447.44,149.72,4.0,No
ORD-100208,2024-01-07,North,Electronics,Consumer,8,468.23,0.0,3745.84,889.96,3.0,No
ORD-100011,2024-01-07,Central,Clothing,Corporate,4,72.18,0.15,245.41,55.91,6.0,No
ORD-100079,2024-01-07,West,Electronics,Home Office,4,130.32,0.0,521.28,202.56,,No
ORD-100756,2024-01-07,South,Electronics,Corporate,8,278.53,0.0,2228.24,929.13,3.0,No
ORD-101726,2024-01-08,South,Clothing,Consumer,2,54.68,0.0,109.36,30.66,4.0,No
ORD-102754,2024-01-08,Central,Electronics,Consumer,2,195.61,,391.22,95.25,8.0,No
ORD-101441,2024-01-08,North,Furniture,Corporate,2,299.37,0.2,478.99,77.77,2.0,Yes
ORD-102642,2024-01-08,East,Office Supplies,Consumer,5,31.16,0.05,148.01,38.98,4.0,No
ORD-100621,2024-01-08,East,Electronics,Consumer,4,237.28,0.0,949.12,344.84,2.0,No
ORD-101272,2024-01-09,South,Clothing,Consumer,4,17.48,0.05,66.42,23.73,6.0,Yes
ORD-101532,2024-01-09,East,Office Supplies,Consumer,6,51.25,0.0,307.5,91.47,4.0,No
ORD-102495,2024-01-09,East,Electronics,Corporate,7,102.22,0.0,715.54,271.14,5.0,No
ORD-102125,2024-01-09,South,Electronics,Consumer,5,81.46,0.0,407.3,101.52,4.0,No
ORD-101373,2024-01-09,West,Electronics,Home Office,3,66.31,0.1,179.04,29.99,5.0,No
ORD-102636,2024-01-10,East,Electronics,Consumer,3,116.41,0.1,314.31,77.87,2.0,No
ORD-101283,2024-01-11,East,Electronics,Consumer,6,72.14,0.1,389.56,132.45,4.0,Yes
ORD-102666,2024-01-11,Central,Electronics,Consumer,4,102.06,0.0,408.24,148.17,3.0,No
ORD-100297,2024-01-11,West,Office Supplies,Corporate,6,26.54,0.0,159.24,66.87,1.0,No
ORD-101750,2024-01-12,East,Electronics,Home Office,4,216.22,0.05,821.64,192.43,7.0,No
ORD-100688,2024-01-12,West,Office Supplies,Corporate,8,94.08,0.2,602.11,60.34,2.0,Yes
ORD-102786,2024-01-12,West,Clothing,Corporate,3,76.46,0.1,206.44,54.9,,No
ORD-101206,2024-01-12,East,Electronics,Corporate,8,182.55,0.1,1314.36,419.23,4.0,No
ORD-101162,2024-01-12,West,Clothing,Corporate,3,85.74,0.2,205.78,5.68,4.0,No
ORD-101781,2024-01-13,West,Clothing,Consumer,5,40.16,0.05,190.76,51.61,7.0,No
ORD-100271,2024-01-13,North,Office Supplies,Consumer,4,68.85,0.0,275.4,70.2,2.0,No
ORD-102131,2024-01-13,West,Electronics,Home Office,1,200.99,0.15,170.84,22.31,2.0,No
ORD-101703,2024-01-13,East,Furniture,Corporate,2,221.32,0.15,376.24,113.92,3.0,No
ORD-102298,2024-01-14,North,Electronics,Consumer,6,415.73,0.0,2494.38,828.81,2.0,No
ORD-102968,2024-01-15,East,Office Supplies,Home Office,7,34.22,0.05,227.56,61.73,3.0,No
ORD-100351,2024-01-15,North,Electronics,Home Office,5,360.95,0.1,1624.28,430.97,4.0,No
ORD-102370,2024-01-15,East,Electronics,Consumer,3,176.11,0.0,528.33,206.19,2.0,No
ORD-102134,2024-01-15,East,Clothing,Consumer,1,153.06,0.05,145.41,44.06,6.0,No
ORD-102386,2024-01-15,Central,Electronics,Home Office,6,148.33,0.0,889.98,236.69,8.0,Yes
ORD-102780,2024-01-15,North,Clothing,Corporate,2,69.33,0.15,117.86,29.63,3.0,Yes
ORD-101172,2024-01-15,North,Clothing,Corporate,1,98.17,0.15,83.44,12.13,2.0,No
ORD-102695,2024-01-16,North,Furniture,Consumer,2,108.15,0.2,173.04,25.08,2.0,No
ORD-101982,2024-01-16,West,Furniture,Home Office,3,656.33,0.1,1772.09,424.86,,No
ORD-101391,2024-01-16,West,Office Supplies,Consumer,1,32.25,0.0,32.25,6.43,4.0,No
ORD-102764,2024-01-17,North,Office Supplies,Consumer,3,31.85,,95.55,25.84,5.0,Yes
ORD-101845,2024-01-17,East,Furniture,Consumer,2,149.91,0.0,299.82,105.4,2.0,No
ORD-102181,2024-01-18,Central,Furniture,Corporate,2,36.91,0.15,62.75,14.53,7.0,No
ORD-100394,2024-01-18,North,Office Supplies,Corporate,3,30.31,0.3,63.65,4.89,2.0,No
ORD-100493,2024-01-18,South,Office Supplies,Consumer,5,15.13,0.15,64.3,6.19,2.0,No
ORD-102954,2024-01-19,East,Furniture,Consumer,1,70.42,0.1,63.38,16.02,3.0,No
ORD-101012,2024-01-19,East,Clothing,Consumer,2,76.44,0.0,152.88,53.85,7.0,No
ORD-100783,2024-01-19,East,Electronics,Consumer,2,145.51,0.05,276.47,84.12,3.0,No
ORD-101066,2024-01-19,South,Furniture,Corporate,1,66.35,0.15,56.4,7.23,2.0,No
ORD-101619,2024-01-19,North,Office Supplies,Home Office,1,46.6,0.15,39.61,10.9,3.0,No
ORD-101269,2024-01-20,East,Office Supplies,Consumer,7,42.99,0.0,300.93,76.05,1.0,No
ORD-101958,2024-01-20,West,Furniture,Consumer,1,80.68,0.0,80.68,25.13,,No
ORD-100523,2024-01-21,East,Furniture,Consumer,6,212.92,0.15,1085.89,242.39,1.0,No
ORD-102152,2024-01-21,West,Office Supplies,Corporate,2,30.61,0.2,48.98,3.33,5.0,No
ORD-100385,2024-01-22,Central,Office Supplies,Home Office,2,30.74,,61.48,23.81,7.0,No
ORD-100889,2024-01-23,West,Electronics,Corporate,6,367.02,0.15,1871.8,355.72,5.0,Yes
ORD-101787,2024-01-23,West,Office Supplies,Home Office,4,41.41,0.0,165.64,57.84,2.0,No
ORD-102489,2024-01-23,East,Office Supplies,Corporate,3,62.7,0.15,159.89,42.99,4.0,Yes
ORD-100286,2024-01-23,North,Office Supplies,Consumer,4,26.88,0.1,96.77,25.61,4.0,No
ORD-100282,2024-01-23,North,Electronics,Consumer,1,278.4,0.05,264.48,60.34,,No
ORD-100454,2024-01-24,North,Clothing,Corporate,4,69.98,0.1,251.93,59.94,1.0,No
ORD-102358,2024-01-24,Central,Furniture,Home Office,2,71.77,0.0,143.54,44.28,6.0,No
ORD-101201,2024-01-24,East,Clothing,Consumer,8,25.14,0.05,191.06,50.62,,No
ORD-102979,2024-01-24,Central,Office Supplies,Corporate,1,27.0,0.1,24.3,8.65,4.0,No
ORD-102023,2024-01-25,North,Office Supplies,Consumer,3,97.94,0.0,293.82,90.35,1.0,No
ORD-100844,2024-01-25,North,Clothing,Corporate,8,92.26,0.15,627.37,73.07,2.0,Yes
ORD-102509,2024-01-25,East,Office Supplies,Home Office,5,57.81,0.05,274.6,70.65,,No
ORD-101100,2024-01-26,North,Furniture,Consumer,7,285.83,0.05,1900.77,505.27,5.0,No
ORD-101447,2024-01-26,East,Office Supplies,Consumer,2,59.56,0.05,113.16,27.28,1.0,No
ORD-100004,2024-01-26,North,Electronics,Consumer,7,232.72,0.0,1629.04,311.0,7.0,No
ORD-101793,2024-01-26,West,Clothing,Consumer,2,124.07,0.0,248.14,82.29,2.0,No
ORD-102082,2024-01-27,West,Furniture,Consumer,8,198.12,0.0,1584.96,504.25,4.0,No
ORD-102948,2024-01-27,Central,Furniture,Consumer,6,638.42,0.05,3638.99,806.44,7.0,No
ORD-102316,2024-01-27,North,Electronics,Home Office,1,299.22,0.0,299.22,105.3,7.0,No
ORD-100519,2024-01-27,West,Office Supplies,Consumer,3,19.94,0.0,59.82,21.87,,No
ORD-100494,2024-01-27,West,Electronics,Home Office,1,375.72,0.0,375.72,87.05,3.0,No
ORD-100075,2024-01-27,South,Clothing,Corporate,3,52.16,0.15,133.01,18.97,2.0,Yes
ORD-100165,2024-01-27,South,Office Supplies,Corporate,5,15.78,0.15,67.06,11.0,3.0,No
ORD-101146,2024-01-28,West,Electronics,Consumer,4,168.51,0.05,640.34,182.74,1.0,No
ORD-102369,2024-01-28,East,Furniture,Consumer,1,483.94,0.0,483.94,119.05,2.0,No
ORD-100575,2024-01-28,East,Furniture,Corporate,8,82.23,0.1,592.06,166.51,3.0,No
ORD-101106,2024-01-28,North,Office Supplies,Corporate,3,39.27,0.2,94.25,4.67,4.0,No
ORD-102933,2024-01-29,Central,Electronics,Home Office,8,83.72,0.15,569.3,127.25,6.0,No
ORD-101779,2024-01-29,East,Office Supplies,Corporate,2,48.06,0.0,96.12,34.66,4.0,No
ORD-100397,2024-01-29,South,Electronics,Consumer,2,112.44,0.0,224.88,81.19,2.0,No
ORD-102244,2024-01-30,South,Office Supplies,Home Office,1,22.89,0.15,19.46,4.22,3.0,No
ORD-101399,2024-01-30,South,Office Supplies,Corporate,5,30.69,0.2,122.76,16.16,3.0,Yes
ORD-102560,2024-01-30,East,Clothing,Consumer,8,54.57,0.15,371.08,50.06,3.0,No
ORD-101892,2024-01-31,East,Furniture,Consumer,5,253.16,0.05,1202.51,337.49,3.0,No
ORD-100427,2024-01-31,West,Clothing,Consumer,6,109.71,0.0,658.26,214.78,3.0,Yes
ORD-102630,2024-01-31,North,Furniture,Consumer,5,417.32,0.05,1982.27,708.65,4.0,No
ORD-100382,2024-01-31,West,Clothing,Corporate,6,63.77,0.2,306.1,33.87,8.0,No
ORD-102851,2024-02-01,South,Clothing,Consumer,3,139.01,0.15,354.48,33.13,3.0,Yes
ORD-102212,2024-02-01,Central,Clothing,Corporate,8,54.96,0.1,395.71,85.65,6.0,No
ORD-102211,2024-02-02,East,Electronics,Home Office,5,133.5,0.0,667.5,199.72,,No
ORD-100043,2024-02-02,South,Furniture,Home Office,3,575.18,0.0,1725.54,676.66,9.0,No
ORD-100407,2024-02-02,West,Electronics,Consumer,6,425.86,0.15,2171.89,478.94,2.0,No
ORD-101975,2024-02-02,North,Furniture,Home Office,4,201.51,0.0,806.04,282.63,7.0,No
ORD-102864,2024-02-02,South,Office Supplies,Consumer,8,22.74,0.1,163.73,46.13,4.0,No
ORD-102290,2024-02-02,Central,Furniture,Corporate,8,265.94,0.2,1702.02,272.48,5.0,No
ORD-102146,2024-02-02,North,Clothing,Consumer,7,60.22,0.0,421.54,143.07,3.0,No
ORD-102826,2024-02-03,East,Office Supplies,Corporate,7,56.9,0.15,338.56,62.96,4.0,No
ORD-101981,2024-02-03,South,Electronics,Home Office,8,231.31,0.0,1850.48,657.96,1.0,No
ORD-101213,2024-02-03,South,Electronics,Corporate,6,135.4,0.0,812.4,234.42,5.0,No
ORD-100267,2024-02-03,North,Office Supplies,Corporate,5,30.77,0.15,130.77,38.31,4.0,No
ORD-101282,2024-02-04,South,Office Supplies,Consumer,7,35.55,0.0,248.85,95.84,5.0,No
ORD-100925,2024-02-04,North,Office Supplies,Consumer,4,57.78,0.15,196.45,43.13,1.0,No
ORD-102238,2024-02-04,South,Furniture,Corporate,7,566.97,0.0,3968.79,1312.69,4.0,Yes
ORD-100796,2024-02-04,North,Office Supplies,Corporate,7,63.41,0.3,310.71,13.44,4.0,No
ORD-101028,2024-02-04,West,Office Supplies,Corporate,1,30.12,0.2,24.1,2.19,2.0,No
ORD-102745,2024-02-05,West,Electronics,Consumer,7,486.73,0.05,3236.75,882.25,3.0,No
ORD-102350,2024-02-05,North,Clothing,Home Office,2,58.91,0.0,117.82,40.03,4.0,Yes
ORD-100219,2024-02-05,South,Furniture,Consumer,3,64.95,0.05,185.11,53.36,3.0,Yes
ORD-101086,2024-02-05,West,Office Supplies,Corporate,7,22.14,0.1,139.48,29.94,3.0,No
ORD-101800,2024-02-05,East,Furniture,Consumer,3,73.07,0.0,219.21,70.55,5.0,Yes
ORD-101775,2024-02-05,East,Electronics,Consumer,8,138.95,0.05,1056.02,266.94,6.0,No
ORD-102398,2024-02-05,North,Office Supplies,Home Office,6,30.33,0.0,181.98,61.27,5.0,No
ORD-100289,2024-02-05,North,Furniture,Home Office,1,175.59,0.1,158.03,27.52,3.0,No
ORD-100274,2024-02-05,West,Office Supplies,Consumer,4,25.75,0.0,103.0,32.22,5.0,No
ORD-101007,2024-02-06,South,Electronics,Consumer,5,160.15,0.05,760.71,227.48,7.0,Yes
ORD-100468,2024-02-06,North,Furniture,Home Office,2,91.64,0.1,164.95,41.29,4.0,No
ORD-102050,2024-02-06,Central,Electronics,Consumer,2,111.9,0.1,201.42,38.52,8.0,Yes
ORD-101323,2024-02-07,West,Electronics,Home Office,2,116.06,0.0,232.12,63.95,3.0,No
ORD-100466,2024-02-07,East,Office Supplies,Consumer,6,35.83,0.0,214.98,75.2,2.0,No
ORD-100308,2024-02-08,South,Office Supplies,Consumer,5,25.76,0.05,122.36,40.0,3.0,No
ORD-101196,2024-02-08,North,Electronics,Consumer,3,328.86,0.05,937.25,225.18,2.0,No
ORD-100147,2024-02-08,East,Office Supplies,Consumer,4,63.1,0.05,239.78,65.69,9.0,Yes
ORD-101458,2024-02-08,Central,Electronics,Consumer,3,67.73,0.1,182.87,28.91,4.0,No
ORD-100813,2024-02-08,East,Electronics,Consumer,5,200.59,0.0,1002.95,225.31,7.0,No
ORD-100877,2024-02-08,South,Clothing,Consumer,6,85.04,0.05,484.73,143.4,2.0,No
ORD-100649,2024-02-08,North,Clothing,Consumer,4,78.83,0.1,283.79,44.17,3.0,No
ORD-102193,2024-02-08,North,Office Supplies,Home Office,3,28.08,0.05,80.03,24.12,5.0,No
ORD-101113,2024-02-09,Central,Office Supplies,Corporate,3,32.35,0.1,87.35,25.78,8.0,No
ORD-102693,2024-02-09,Central,Clothing,Consumer,4,32.31,0.0,129.24,33.41,5.0,No
ORD-101605,2024-02-09,South,Furniture,Home Office,7,148.08,0.0,1036.56,221.35,8.0,No
ORD-100371,2024-02-10,South,Electronics,Consumer,6,291.5,0.0,1749.0,569.17,7.0,No
ORD-102467,2024-02-11,East,Electronics,Consumer,5,158.71,0.05,753.87,172.3,3.0,No
ORD-100247,2024-02-11,South,Clothing,Home Office,2,104.76,0.15,178.09,42.61,3.0,Yes
ORD-100390,2024-02-11,East,Electronics,Consumer,2,75.53,0.1,135.95,34.94,7.0,No
ORD-101448,2024-02-11,East,Office Supplies,Consumer,3,45.43,0.05,129.48,30.98,2.0,No
ORD-102017,2024-02-11,North,Office Supplies,Corporate,8,35.77,0.0,286.16,76.44,5.0,No
ORD-100915,2024-02-11,Central,Furniture,Home Office,6,230.53,0.05,1314.02,284.01,6.0,No
ORD-102434,2024-02-12,West,Office Supplies,Corporate,8,79.96,0.3,447.78,10.83,,No
ORD-101580,2024-02-12,Central,Office Supplies,Consumer,8,32.86,0.0,262.88,76.61,9.0,No
ORD-100946,2024-02-12,West,Electronics,Corporate,3,817.57,0.0,2452.71,908.98,3.0,No
ORD-102335,2024-02-12,West,Office Supplies,Corporate,2,39.31,0.15,66.83,14.65,6.0,No
ORD-100174,2024-02-13,North,Office Supplies,Consumer,5,87.8,0.05,417.05,126.16,4.0,Yes
ORD-100504,2024-02-13,East,Office Supplies,Corporate,7,23.48,0.1,147.92,40.33,3.0,No
ORD-100471,2024-02-13,East,Furniture,Corporate,3,259.47,0.2,622.73,75.66,1.0,No
ORD-100377,2024-02-14,South,Clothing,Home Office,7,43.79,0.0,306.53,111.94,10.0,No
ORD-100661,2024-02-14,Central,Clothing,Home Office,7,41.57,0.15,247.34,35.72,7.0,Yes
ORD-101702,2024-02-14,South,Furniture,Corporate,5,93.95,0.15,399.29,70.71,4.0,No
ORD-100243,2024-02-14,East,Furniture,Corporate,1,574.5,0.15,488.32,59.34,2.0,No
ORD-102051,2024-02-15,North,Furniture,Corporate,1,240.31,,216.28,47.38,3.0,No
ORD-101045,2024-02-16,South,Electronics,Home Office,3,73.3,0.15,186.91,28.89,4.0,No
ORD-100838,2024-02-16,South,Office Supplies,Home Office,4,49.82,0.1,179.35,41.16,4.0,No
ORD-102930,2024-02-16,East,Clothing,Corporate,2,34.38,0.0,68.76,22.16,3.0,No
ORD-102544,2024-02-17,East,Office Supplies,Consumer,7,33.73,0.0,236.11,67.53,6.0,No
ORD-102454,2024-02-17,East,Clothing,Consumer,7,50.03,0.05,332.7,72.38,2.0,Yes
ORD-101739,2024-02-17,West,Office Supplies,Consumer,6,22.52,0.0,135.12,58.55,3.0,No
ORD-101489,2024-02-17,East,Office Supplies,Consumer,3,55.81,0.1,150.69,25.3,3.0,No
ORD-100634,2024-02-18,North,Office Supplies,Corporate,6,25.88,0.0,155.28,43.98,1.0,Yes
ORD-101221,2024-02-18,North,Electronics,Consumer,3,190.98,0.0,572.94,119.39,5.0,No
ORD-102704,2024-02-18,West,Office Supplies,Consumer,2,46.51,0.0,93.02,30.63,8.0,Yes
ORD-102795,2024-02-18,East,Office Supplies,Corporate,2,47.46,0.1,85.43,19.58,3.0,No
ORD-100988,2024-02-19,South,Clothing,Consumer,5,23.24,0.05,110.39,31.69,4.0,No
ORD-102861,2024-02-19,East,Electronics,Consumer,3,251.66,0.05,717.23,180.05,3.0,No
ORD-100962,2024-02-19,North,Office Supplies,Corporate,8,55.16,0.1,397.15,83.79,5.0,Yes
ORD-100525,2024-02-19,South,Furniture,Home Office,3,240.5,0.0,721.5,207.23,6.0,No
ORD-100160,2024-02-19,North,Clothing,Corporate,4,135.51,0.1,487.84,110.99,4.0,Yes
ORD-101443,2024-02-20,North,Clothing,Consumer,4,117.48,0.0,469.92,127.05,1.0,Yes
ORD-100891,2024-02-20,Central,Office Supplies,Consumer,5,27.0,0.2,108.0,12.22,12.0,No
ORD-101218,2024-02-20,West,Clothing,Consumer,6,24.74,0.0,148.44,55.07,4.0,No
ORD-101939,2024-02-21,North,Electronics,Corporate,8,114.11,0.0,912.88,267.5,6.0,No
ORD-102832,2024-02-21,East,Furniture,Consumer,8,100.09,0.05,760.68,221.77,6.0,No
ORD-100619,2024-02-22,North,Clothing,Consumer,7,32.95,0.05,219.12,48.02,2.0,No
ORD-102253,2024-02-22,East,Clothing,Home Office,7,70.97,0.0,496.79,173.64,2.0,No
ORD-101212,2024-02-23,East,Furniture,Corporate,1,89.91,0.2,71.93,8.81,2.0,No
ORD-101006,2024-02-23,Central,Office Supplies,Corporate,6,35.31,0.0,211.86,65.64,6.0,No
ORD-102548,2024-02-23,South,Office Supplies,Corporate,8,28.33,0.2,181.31,35.31,5.0,No
ORD-101678,2024-02-24,Central,Electronics,Home Office,3,136.36,0.0,409.08,122.37,8.0,No
ORD-101374,2024-02-24,Central,Office Supplies,Corporate,5,38.99,0.1,175.46,59.54,7.0,No
ORD-101668,2024-02-24,North,Clothing,Corporate,1,118.83,0.1,106.95,20.43,2.0,No
ORD-100960,2024-02-26,East,Furniture,Consumer,1,209.93,0.1,188.94,46.5,3.0,No
ORD-102103,2024-02-26,Central,Office Supplies,Corporate,4,68.0,0.0,272.0,95.2,7.0,No
ORD-100549,2024-02-26,South,Clothing,Consumer,4,61.49,0.0,245.96,95.29,4.0,No
ORD-102605,2024-02-26,North,Office Supplies,Consumer,6,42.87,0.1,231.5,63.12,6.0,No
ORD-101136,2024-02-26,East,Office Supplies,Consumer,1,31.89,0.0,31.89,8.6,4.0,No
ORD-102602,2024-02-26,East,Clothing,Consumer,6,46.48,0.0,278.88,78.3,1.0,No
ORD-102355,2024-02-28,West,Clothing,Corporate,8,39.44,0.2,252.42,25.25,1.0,No
ORD-102111,2024-02-28,East,Office Supplies,Consumer,5,52.42,0.0,262.1,74.31,4.0,No
ORD-102072,2024-02-28,South,Office Supplies,Consumer,4,23.43,0.0,93.72,25.05,5.0,No
ORD-100708,2024-02-28,South,Furniture,Corporate,7,447.07,0.1,2816.54,518.01,3.0,No
ORD-102374,2024-02-28,South,Office Supplies,Corporate,2,16.68,0.1,30.02,8.52,2.0,No
ORD-102530,2024-02-29,East,Furniture,Corporate,8,71.44,0.15,485.79,110.25,1.0,No
ORD-101676,2024-02-29,West,Electronics,Consumer,5,253.63,0.05,1204.74,367.19,,Yes
ORD-102735,2024-03-01,East,Clothing,Consumer,3,108.26,0.0,324.78,113.26,6.0,No
ORD-102802,2024-03-01,North,Office Supplies,Consumer,6,50.95,0.1,275.13,70.89,2.0,No
ORD-100435,2024-03-01,North,Office Supplies,Consumer,8,30.34,0.1,218.45,50.04,2.0,No
ORD-100941,2024-03-01,West,Electronics,Consumer,5,181.27,0.05,861.03,274.23,1.0,No
ORD-102348,2024-03-01,North,Office Supplies,Consumer,6,96.91,0.05,552.39,127.75,2.0,No
ORD-100893,2024-03-01,North,Office Supplies,Consumer,3,65.28,0.05,186.05,68.05,5.0,No
ORD-102083,2024-03-01,North,Electronics,Corporate,1,336.91,0.0,336.91,115.41,3.0,No
ORD-102419,2024-03-02,Central,Furniture,Consumer,3,379.85,0.05,1082.57,268.56,5.0,No
ORD-101309,2024-03-02,Central,Office Supplies,Consumer,1,22.34,0.05,21.22,3.9,9.0,No
ORD-101632,2024-03-02,East,Furniture,Home Office,4,115.89,0.0,463.56,166.26,3.0,No
ORD-102437,2024-03-03,West,Electronics,Corporate,8,154.37,0.15,1049.72,161.21,7.0,No
ORD-102157,2024-03-04,South,Office Supplies,Consumer,2,30.05,0.05,57.1,15.82,1.0,No
ORD-102197,2024-03-04,East,Furniture,Consumer,2,251.53,0.1,452.75,130.52,5.0,No
ORD-101831,2024-03-05,Central,Furniture,Corporate,8,175.75,0.0,1406.0,532.82,11.0,No
ORD-100480,2024-03-05,South,Furniture,Corporate,7,200.58,0.2,1123.25,300.07,5.0,Yes
ORD-101237,2024-03-06,South,Clothing,Corporate,6,23.83,0.15,121.53,20.33,3.0,Yes
ORD-102643,2024-03-06,Central,Furniture,Consumer,7,429.36,0.05,2855.24,722.2,4.0,No
ORD-101778,2024-03-06,South,Electronics,Consumer,2,83.27,0.0,166.54,56.55,3.0,No
ORD-101478,2024-03-06,East,Clothing,Consumer,5,46.48,0.05,220.78,57.73,5.0,No
ORD-100451,2024-03-07,Central,Office Supplies,Consumer,8,35.79,0.0,286.32,103.05,6.0,No
ORD-101888,2024-03-07,West,Furniture,Corporate,7,452.15,0.15,2690.29,493.98,3.0,No
ORD-100029,2024-03-07,West,Furniture,Consumer,7,81.25,0.0,568.75,174.62,6.0,No
ORD-101215,2024-03-08,East,Electronics,Consumer,2,195.94,0.0,391.88,118.45,5.0,No
ORD-100213,2024-03-08,West,Office Supplies,Corporate,8,21.25,0.2,136.0,30.59,4.0,No
ORD-102880,2024-03-08,North,Furniture,Corporate,7,240.32,0.2,1345.79,254.06,3.0,Yes
ORD-102487,2024-03-08,West,Electronics,Consumer,2,267.4,0.0,534.8,164.44,5.0,Yes
ORD-100867,2024-03-09,West,Electronics,Consumer,5,275.56,0.0,1377.8,338.57,2.0,No
ORD-101665,2024-03-09,West,Furniture,Consumer,8,160.96,,1223.3,403.86,2.0,No
ORD-102947,2024-03-10,West,Office Supplies,Corporate,1,51.92,0.15,44.13,6.99,6.0,Yes
ORD-100052,2024-03-10,West,Office Supplies,Home Office,6,26.69,0.1,144.13,23.5,4.0,No
ORD-100066,2024-03-10,East,Furniture,Consumer,2,112.84,0.1,203.11,60.06,1.0,No
ORD-102579,2024-03-10,Central,Office Supplies,Consumer,2,17.39,0.0,34.78,10.81,4.0,Yes
ORD-100953,2024-03-11,North,Office Supplies,Corporate,2,44.99,0.3,62.99,0.93,6.0,No
ORD-100189,2024-03-11,South,Furniture,Corporate,1,139.06,0.15,118.2,20.89,1.0,No
ORD-102314,2024-03-11,South,Furniture,Consumer,1,318.21,0.1,286.39,74.32,3.0,No
ORD-101453,2024-03-11,Central,Office Supplies,Corporate,1,27.43,0.2,21.94,2.05,5.0,No
