CustomerID,Age,Gender,TenureMonths,Contract,InternetService,PaperlessBilling,MonthlyCharges,TotalCharges,SupportCalls,SatisfactionScore,Churn
CUST-70624,36,Female,9,One year,Fiber optic,No,66.9,597.04,2,10.0,No
CUST-70625,28,Female,8,One year,No service,No,24.65,186.45,2,8.1,No
CUST-70626,36,Female,16,Month-to-month,Fiber optic,Yes,57.66,969.02,2,9.0,No
CUST-70627,34,Female,4,Month-to-month,DSL,No,51.24,216.31,1,6.5,Yes
CUST-70628,35,Male,36,Two year,Fiber optic,Yes,57.83,2194.81,4,5.3,No
CUST-70629,34,Male,22,Month-to-month,Fiber optic,Yes,70.34,1501.59,0,8.7,Yes
CUST-70630,31,Male,18,One year,DSL,Yes,44.38,764.95,0,8.7,No
CUST-70631,55,Male,21,One year,No service,Yes,24.81,501.0,1,6.5,No
CUST-70632,47,Male,25,One year,DSL,Yes,42.95,1075.21,1,10.0,No
CUST-70633,48,Male,71,Month-to-month,DSL,No,41.21,2872.45,1,9.3,No
CUST-70634,59,Female,39,Month-to-month,Fiber optic,No,63.75,2526.0,1,8.9,No
CUST-70635,33,Male,4,One year,Fiber optic,Yes,78.22,321.29,4,8.0,No
CUST-70636,47,Male,11,One year,DSL,No,46.38,504.96,2,10.0,Yes
CUST-70637,33,Male,17,Month-to-month,No service,Yes,18.0,307.2,0,10.0,No
CUST-70638,29,Female,20,Month-to-month,DSL,Yes,47.64,,2,5.6,No
CUST-70639,59,Male,6,Month-to-month,Fiber optic,No,65.87,404.72,3,10.0,Yes
CUST-70640,28,Female,34,Two year,DSL,No,35.55,1187.64,0,7.8,No
CUST-70641,75,Female,17,One year,No service,Yes,26.36,458.32,1,5.7,No
CUST-70642,74,Female,3,One year,Fiber optic,Yes,75.56,213.82,3,5.6,No
CUST-70643,18,Male,22,Month-to-month,Fiber optic,Yes,68.15,1539.44,1,10.0,No
CUST-70644,53,Male,28,One year,Fiber optic,Yes,79.53,2179.27,2,7.8,Yes
CUST-70645,29,Female,15,Month-to-month,DSL,Yes,25.74,404.86,2,8.2,No
CUST-70646,48,Female,13,Two year,DSL,Yes,44.66,607.04,2,9.0,No
CUST-70647,43,Male,1,Month-to-month,DSL,Yes,43.91,43.14,0,9.6,Yes
CUST-70648,18,Male,34,Month-to-month,Fiber optic,No,46.07,1500.49,4,6.8,Yes
CUST-70649,42,Male,5,One year,No service,Yes,18.0,86.25,4,4.7,Yes
CUST-70650,59,Female,37,Two year,Fiber optic,Yes,61.7,2196.5,4,8.7,No
CUST-70651,44,Female,9,Month-to-month,Fiber optic,Yes,57.43,546.26,2,8.3,Yes
CUST-70652,67,Male,13,One year,DSL,Yes,43.48,536.2,2,9.0,No
CUST-70653,31,Female,58,One year,Fiber optic,No,57.78,3435.0,3,10.0,No
CUST-70654,67,Female,3,Month-to-month,DSL,Yes,38.53,122.02,1,6.4,No
CUST-70655,41,Female,14,Month-to-month,Fiber optic,Yes,79.62,1108.91,3,7.8,No
CUST-70656,22,Male,4,Month-to-month,Fiber optic,Yes,55.18,230.46,1,8.4,Yes
CUST-70657,49,Female,19,Month-to-month,DSL,No,41.01,815.08,1,9.0,No
CUST-70658,65,Male,37,Two year,Fiber optic,Yes,65.78,2507.75,1,8.9,No
CUST-70659,43,Male,12,One year,Fiber optic,No,64.51,755.77,2,8.1,No
CUST-70660,44,Female,6,Month-to-month,Fiber optic,No,74.76,438.75,1,7.8,Yes
CUST-70661,42,Male,11,Two year,DSL,No,50.34,525.95,6,7.3,Yes
CUST-70662,18,Male,4,Two year,Fiber optic,No,61.11,234.1,0,10.0,No
CUST-70663,69,Female,10,Month-to-month,DSL,No,50.45,526.06,0,9.7,Yes
CUST-70664,68,Male,29,Month-to-month,Fiber optic,Yes,57.03,1679.03,0,8.2,Yes
CUST-70665,62,Female,8,Two year,DSL,Yes,43.89,363.88,1,6.6,No
CUST-70666,47,Female,16,Month-to-month,DSL,No,36.92,617.98,0,10.0,No
CUST-70667,42,Female,11,Month-to-month,DSL,No,55.59,647.28,2,9.8,No
CUST-70668,37,Female,10,Month-to-month,Fiber optic,No,72.28,686.99,1,8.3,Yes
CUST-70669,63,Female,9,Month-to-month,Fiber optic,No,63.82,587.81,1,10.0,Yes
CUST-70670,53,Male,29,One year,Fiber optic,No,56.82,1615.09,1,10.0,No
CUST-70671,25,Male,33,Month-to-month,DSL,No,34.1,1091.2,3,7.2,Yes
CUST-70672,35,Female,17,Month-to-month,DSL,Yes,26.11,435.76,2,9.0,Yes
CUST-70673,46,Male,31,Month-to-month,Fiber optic,No,55.12,1735.88,1,9.6,No
CUST-70674,33,Male,1,One year,Fiber optic,Yes,61.7,62.85,1,10.0,No
CUST-70675,51,Female,7,Month-to-month,Fiber optic,Yes,64.21,442.44,4,6.7,Yes
CUST-70676,69,Female,8,Month-to-month,No service,Yes,24.43,202.42,3,5.8,No
CUST-70677,69,Female,11,One year,DSL,Yes,40.75,434.36,1,5.6,Yes
CUST-70678,51,Female,18,Month-to-month,DSL,No,32.62,591.91,0,9.6,Yes
CUST-70679,29,Female,7,Month-to-month,No service,No,19.31,141.88,0,8.9,Yes
CUST-70680,55,Female,7,Two year,Fiber optic,Yes,74.64,546.87,2,7.8,No
CUST-70681,24,Male,13,Two year,Fiber optic,Yes,63.63,826.09,2,9.0,No
CUST-70682,34,Male,8,Two year,Fiber optic,Yes,74.12,559.71,2,8.9,Yes
CUST-70683,32,Male,35,Month-to-month,DSL,No,35.61,1321.07,1,9.1,No
CUST-70684,38,Male,7,Month-to-month,Fiber optic,No,72.48,,2,5.1,No
CUST-70685,46,Female,27,Two year,Fiber optic,No,64.4,1757.61,3,8.5,No
CUST-70686,56,Female,6,Month-to-month,DSL,Yes,49.72,287.39,1,10.0,Yes
CUST-70687,46,Male,6,Month-to-month,No service,Yes,20.84,132.43,2,9.7,Yes
CUST-70688,18,Female,42,Two year,Fiber optic,Yes,80.26,3390.54,3,4.8,Yes
CUST-70689,50,Male,10,One year,Fiber optic,No,65.28,661.94,1,7.3,Yes
CUST-70690,52,Female,6,One year,Fiber optic,Yes,59.53,343.66,3,6.5,No
CUST-70691,53,Male,23,Month-to-month,DSL,No,48.36,1057.28,3,8.9,No
CUST-70692,32,Male,11,Month-to-month,Fiber optic,Yes,75.82,847.95,2,5.7,Yes
CUST-70693,39,Male,7,Month-to-month,DSL,Yes,51.39,380.03,1,8.6,Yes
CUST-70694,35,Female,58,Month-to-month,Fiber optic,No,61.76,3430.76,2,7.2,Yes
CUST-70695,53,Female,6,One year,Fiber optic,Yes,67.31,408.73,2,8.6,Yes
CUST-70696,18,Male,8,Month-to-month,Fiber optic,No,58.77,454.41,3,,Yes
CUST-70697,34,Female,7,Month-to-month,DSL,Yes,40.23,278.55,1,8.6,No
CUST-70698,60,Female,4,One year,Fiber optic,Yes,62.97,261.83,5,6.1,Yes
CUST-70699,34,Male,24,Two year,DSL,Yes,44.09,1081.1,1,10.0,No
CUST-70700,60,Male,1,Month-to-month,DSL,Yes,33.05,32.99,2,8.8,Yes
CUST-70701,53,Male,8,Month-to-month,Fiber optic,Yes,79.86,618.05,6,6.4,Yes
CUST-70702,18,Male,5,Month-to-month,No service,No,18.0,89.17,0,9.2,Yes
CUST-70703,29,Male,16,One year,Fiber optic,Yes,60.45,941.44,5,6.4,No
CUST-70704,68,Male,27,Two year,Fiber optic,Yes,80.97,2072.42,2,5.5,No
CUST-70705,18,Female,7,Month-to-month,DSL,No,41.59,292.73,1,8.4,Yes
CUST-70706,32,Female,9,Two year,No service,Yes,18.0,166.37,3,7.8,No
CUST-70707,42,Female,23,One year,Fiber optic,Yes,66.23,1433.58,0,10.0,No
CUST-70708,45,Male,28,Month-to-month,DSL,Yes,34.59,946.31,0,10.0,No
CUST-70709,64,Female,13,Month-to-month,Fiber optic,Yes,63.12,846.62,3,7.3,Yes
CUST-70710,27,Female,26,Two year,Fiber optic,No,64.32,1572.36,2,8.8,No
CUST-70711,43,Male,8,Month-to-month,DSL,No,44.89,369.81,0,9.6,No
CUST-70712,52,Male,10,Month-to-month,DSL,Yes,41.83,422.12,4,5.8,Yes
CUST-70713,37,Male,19,Month-to-month,DSL,No,52.85,1004.64,0,7.8,Yes
CUST-70714,28,Female,55,Month-to-month,Fiber optic,No,55.59,3094.28,2,8.5,No
CUST-70715,34,Female,10,One year,No service,No,37.49,374.6,0,10.0,No
CUST-70716,24,Female,15,Month-to-month,DSL,Yes,42.08,609.88,1,9.0,No
CUST-70717,41,Male,19,One year,DSL,Yes,37.24,673.44,2,9.0,No
CUST-70718,56,Male,17,One year,Fiber optic,Yes,73.93,1275.65,3,6.7,No
CUST-70719,34,Male,3,Month-to-month,No service,Yes,18.0,52.92,2,7.7,Yes
CUST-70720,50,Male,22,Month-to-month,Fiber optic,No,66.18,1541.84,1,5.6,No
CUST-70721,18,Male,7,One year,Fiber optic,No,63.09,443.86,3,7.5,Yes
CUST-70722,18,Male,22,Two year,DSL,Yes,38.21,795.26,1,7.8,No
CUST-70723,58,Female,15,Month-to-month,Fiber optic,Yes,69.88,1052.9,3,6.1,Yes
CUST-70724,38,Female,8,One year,DSL,Yes,49.6,376.54,0,8.6,No
CUST-70725,47,Male,33,Month-to-month,No service,No,18.0,562.34,0,8.7,No
CUST-70726,20,Male,19,Month-to-month,Fiber optic,Yes,64.86,1186.28,1,9.4,Yes
CUST-70727,27,Female,23,Two year,No service,Yes,23.55,515.88,1,9.2,No
CUST-70728,57,Male,12,Month-to-month,DSL,No,53.67,670.61,0,9.5,Yes
CUST-70729,40,Male,51,Month-to-month,DSL,No,30.16,1554.97,0,9.6,No
CUST-70730,50,Male,22,Month-to-month,DSL,No,42.67,927.17,3,7.2,No
CUST-70731,41,Female,52,Month-to-month,Fiber optic,Yes,66.75,3536.64,1,8.7,No
CUST-70732,57,Female,14,Two year,No service,Yes,25.77,368.42,3,7.5,Yes
CUST-70733,33,Male,14,Month-to-month,Fiber optic,No,67.86,931.01,0,10.0,Yes
CUST-70734,18,Male,24,Month-to-month,DSL,No,44.58,1043.63,1,7.1,No
CUST-70735,27,Female,9,Month-to-month,Fiber optic,Yes,60.35,535.32,2,7.5,Yes
CUST-70736,49,Male,17,Month-to-month,DSL,Yes,29.95,506.06,2,8.0,Yes
CUST-70737,44,Male,2,Two year,DSL,Yes,56.82,109.85,1,7.4,No
CUST-70738,37,Female,11,Two year,DSL,No,39.65,442.54,0,9.3,No
CUST-70739,57,Male,32,Month-to-month,DSL,Yes,39.51,1247.39,2,6.6,No
CUST-70740,32,Female,10,One year,DSL,Yes,37.39,362.12,0,9.1,Yes
CUST-70741,24,Male,26,Two year,Fiber optic,Yes,68.55,1837.84,2,7.0,No
CUST-70742,53,Male,31,One year,No service,No,18.0,537.62,0,10.0,No
CUST-70743,31,Female,9,Two year,DSL,No,27.19,242.06,3,,Yes
CUST-70744,44,Female,25,Two year,Fiber optic,No,70.43,1665.0,1,9.0,No
CUST-70745,20,Male,8,Month-to-month,Fiber optic,Yes,55.97,440.36,3,5.1,Yes
CUST-70746,20,Female,4,Month-to-month,No service,Yes,18.0,72.53,4,7.6,Yes
CUST-70747,31,Female,26,One year,No service,Yes,21.95,571.4,0,9.9,No
CUST-70748,72,Male,20,Month-to-month,Fiber optic,Yes,64.58,1366.04,4,8.9,Yes
CUST-70749,47,Male,20,Month-to-month,DSL,Yes,31.75,,2,8.6,Yes
CUST-70750,37,Female,4,Two year,DSL,No,28.23,113.62,1,9.0,No
CUST-70751,35,Female,17,Month-to-month,Fiber optic,No,58.21,960.51,2,8.6,Yes
CUST-70752,44,Female,10,Month-to-month,Fiber optic,No,70.63,680.07,3,6.3,Yes
CUST-70753,43,Male,7,One year,Fiber optic,No,51.32,375.29,1,6.9,No
CUST-70754,51,Female,19,One year,Fiber optic,No,65.77,1274.42,2,7.3,No
CUST-70755,70,Male,36,One year,No service,Yes,20.0,742.64,2,7.5,Yes
CUST-70756,36,Female,9,One year,DSL,No,39.73,344.76,4,4.5,No
CUST-70757,78,Female,22,Month-to-month,No service,Yes,18.0,379.5,2,,No
CUST-70758,18,Female,24,Month-to-month,Fiber optic,No,69.62,1767.8,0,9.9,No
CUST-70759,44,Female,8,Month-to-month,Fiber optic,Yes,67.18,567.45,1,6.8,Yes
CUST-70760,31,Male,42,One year,DSL,Yes,28.3,1235.06,0,9.7,No
CUST-70761,48,Female,12,Month-to-month,Fiber optic,No,67.78,840.85,1,9.6,Yes
CUST-70762,22,Male,10,Month-to-month,No service,No,18.45,187.46,3,7.4,No
CUST-70763,29,Male,4,Two year,DSL,Yes,39.84,153.24,3,9.6,No
CUST-70764,41,Female,16,One year,Fiber optic,Yes,70.93,1149.92,5,6.4,Yes
CUST-70765,22,Male,32,Month-to-month,Fiber optic,Yes,62.1,2061.0,2,10.0,Yes
CUST-70766,85,Male,19,Month-to-month,Fiber optic,Yes,57.95,1143.69,2,6.6,No
CUST-70767,57,Female,4,Month-to-month,No service,Yes,28.15,116.82,0,9.1,Yes
CUST-70768,53,Female,30,Two year,Fiber optic,Yes,76.27,2348.67,1,9.6,No
CUST-70769,47,Female,12,One year,DSL,No,40.75,487.91,1,7.8,No
CUST-70770,48,Female,14,Month-to-month,Fiber optic,Yes,77.01,1098.6,3,9.8,Yes
CUST-70771,39,Female,12,One year,Fiber optic,Yes,66.81,777.75,0,9.8,Yes
CUST-70772,45,Male,21,Month-to-month,Fiber optic,Yes,57.77,1209.9,4,7.5,Yes
CUST-70773,38,Male,8,One year,Fiber optic,No,80.94,630.22,2,10.0,Yes
CUST-70774,26,Male,50,Two year,DSL,No,50.67,2552.41,1,9.3,No
CUST-70775,38,Female,30,Month-to-month,DSL,Yes,34.34,1010.33,0,7.7,Yes
CUST-70776,61,Female,6,Month-to-month,Fiber optic,No,59.38,343.64,1,7.2,Yes
CUST-70777,46,Male,20,Month-to-month,DSL,No,41.75,816.83,1,7.9,No
CUST-70778,64,Female,13,Month-to-month,DSL,Yes,35.47,466.85,1,8.3,Yes
CUST-70779,55,Female,22,Month-to-month,DSL,Yes,36.01,777.06,1,8.0,Yes
CUST-70780,73,Male,13,Month-to-month,Fiber optic,Yes,60.79,749.39,2,10.0,Yes
CUST-70781,44,Female,17,Month-to-month,Fiber optic,Yes,59.43,1004.01,4,8.1,No
CUST-70782,43,Female,9,Month-to-month,DSL,Yes,36.78,339.58,2,10.0,Yes
CUST-70783,35,Male,20,Month-to-month,Fiber optic,Yes,64.54,1239.28,1,8.7,Yes
CUST-70784,58,Male,19,Month-to-month,Fiber optic,Yes,69.58,1331.58,2,5.0,Yes
CUST-70785,35,Male,12,Month-to-month,DSL,Yes,37.22,450.9,0,7.1,No
CUST-70786,50,Female,12,Month-to-month,No service,No,27.75,349.16,1,6.8,Yes
CUST-70787,18,Female,15,Two year,DSL,Yes,42.1,607.62,1,8.2,No
CUST-70788,35,Male,10,Month-to-month,DSL,Yes,43.91,462.71,3,5.7,Yes
CUST-70789,61,Male,20,One year,No service,No,19.89,399.18,1,8.2,No
CUST-70790,48,Male,21,Month-to-month,Fiber optic,Yes,54.32,1199.04,3,8.3,Yes
CUST-70791,60,Female,25,Month-to-month,No service,Yes,26.31,625.64,1,10.0,Yes
CUST-70792,34,Female,11,One year,No service,Yes,24.14,255.61,1,9.0,No
CUST-70793,38,Female,21,One year,DSL,Yes,41.1,866.23,0,9.2,No
CUST-70794,18,Female,12,Month-to-month,Fiber optic,Yes,57.89,729.66,2,8.9,No
CUST-70795,41,Female,8,One year,Fiber optic,Yes,64.1,522.9,3,7.2,No
CUST-70796,53,Male,19,One year,Fiber optic,Yes,79.38,1508.13,0,9.2,No
CUST-70797,38,Male,8,One year,DSL,No,29.17,224.13,2,9.0,No
CUST-70798,42,Male,11,Two year,Fiber optic,No,67.09,748.1,2,8.4,No
CUST-70799,28,Male,5,Month-to-month,Fiber optic,No,59.47,292.0,2,9.9,Yes
CUST-70800,29,Male,29,Month-to-month,DSL,Yes,49.27,1503.67,2,9.3,Yes
CUST-70801,41,Female,6,Month-to-month,Fiber optic,No,72.74,448.68,1,,Yes
CUST-70802,52,Male,15,Two year,DSL,Yes,40.26,630.1,0,9.7,No
CUST-70803,36,Female,14,One year,DSL,No,42.65,576.95,5,6.7,No
CUST-70804,51,Female,22,One year,DSL,Yes,39.25,815.89,1,8.1,No
CUST-70805,57,Male,4,Month-to-month,Fiber optic,Yes,64.15,270.89,4,6.3,Yes
CUST-70806,34,Male,31,Month-to-month,No service,Yes,27.56,814.08,1,6.9,No
CUST-70807,25,Female,19,Month-to-month,DSL,No,52.58,1047.42,2,8.6,No
CUST-70808,18,Female,34,Month-to-month,Fiber optic,Yes,68.01,2418.66,3,,No
CUST-70809,45,Female,9,Month-to-month,Fiber optic,Yes,59.49,521.82,4,7.1,Yes
CUST-70810,31,Male,4,Two year,DSL,Yes,42.84,169.09,0,8.1,No
CUST-70811,42,Male,14,Month-to-month,Fiber optic,Yes,66.09,944.99,2,7.5,Yes
CUST-70812,32,Male,2,Two year,DSL,No,46.75,,1,8.9,No
CUST-70813,38,Female,8,Month-to-month,DSL,No,44.81,336.98,3,5.9,Yes
CUST-70814,46,Female,30,One year,Fiber optic,No,61.44,1908.46,3,7.0,Yes
CUST-70815,36,Female,13,Month-to-month,DSL,No,45.35,571.8,0,6.8,No
CUST-70816,55,Female,27,Month-to-month,DSL,No,48.31,1277.94,2,7.7,No
CUST-70817,30,Male,10,Month-to-month,DSL,Yes,30.18,301.75,2,6.5,Yes
CUST-70818,32,Female,49,Month-to-month,Fiber optic,No,63.23,3176.34,2,7.0,No
CUST-70819,35,Female,45,One year,Fiber optic,Yes,63.7,2950.02,1,8.2,No
CUST-70820,47,Male,24,Two year,No service,No,34.49,786.52,1,9.6,No
CUST-70821,26,Male,19,Month-to-month,Fiber optic,No,70.6,1263.62,1,6.5,Yes
CUST-70822,57,Male,8,Month-to-month,DSL,Yes,35.07,268.02,2,9.1,No
CUST-70823,18,Female,2,One year,Fiber optic,Yes,71.79,138.99,3,7.6,Yes
CUST-70824,39,Female,23,Month-to-month,No service,Yes,18.0,437.9,1,8.5,Yes
CUST-70825,46,Male,23,One year,Fiber optic,No,39.61,892.73,6,4.3,Yes
CUST-70826,20,Male,18,Month-to-month,Fiber optic,Yes,68.73,1188.6,2,3.9,No
CUST-70827,46,Female,16,Month-to-month,Fiber optic,No,54.29,865.17,1,8.2,Yes
CUST-70828,53,Female,20,Month-to-month,Fiber optic,No,71.05,1397.64,2,7.3,No
CUST-70829,44,Female,3,Month-to-month,No service,Yes,30.28,87.25,2,7.2,Yes
CUST-70830,40,Male,13,Two year,DSL,No,36.99,462.13,1,9.1,No
CUST-70831,40,Female,17,Two year,Fiber optic,Yes,69.62,1137.25,1,8.0,No
CUST-70832,41,Female,27,Two year,DSL,Yes,44.69,1259.64,0,8.5,No
CUST-70833,54,Male,13,Month-to-month,DSL,No,38.52,525.0,1,7.7,Yes
CUST-70834,37,Female,7,One year,DSL,No,41.56,295.42,2,8.3,Yes
CUST-70835,34,Female,20,One year,Fiber optic,Yes,66.74,1370.38,3,6.4,Yes
CUST-70836,53,Male,17,Month-to-month,Fiber optic,Yes,59.6,967.11,3,6.6,Yes
CUST-70837,49,Female,2,Two year,DSL,No,46.02,95.77,1,7.9,No
CUST-70838,56,Male,3,Month-to-month,No service,No,20.26,64.33,1,9.1,Yes
CUST-70839,25,Male,16,Two year,DSL,Yes,44.74,745.01,3,8.4,No
CUST-70840,57,Female,2,Two year,DSL,No,47.26,98.59,0,7.3,No
CUST-70841,39,Female,16,Month-to-month,DSL,Yes,33.83,569.68,2,7.5,No
CUST-70842,28,Female,3,Two year,DSL,Yes,43.8,129.61,2,4.0,Yes
CUST-70843,52,Female,22,Month-to-month,Fiber optic,No,68.33,1511.31,4,5.7,Yes
CUST-70844,46,Male,4,One year,DSL,No,61.48,249.96,3,9.1,Yes
CUST-70845,26,Female,12,Two year,No service,Yes,21.05,263.51,0,8.1,No
CUST-70846,38,Male,11,Month-to-month,Fiber optic,No,68.11,727.41,4,,Yes
CUST-70847,50,Male,16,Month-to-month,Fiber optic,Yes,62.41,959.96,2,8.5,Yes
CUST-70848,18,Female,24,Month-to-month,DSL,No,39.95,997.38,3,7.5,Yes
CUST-70849,49,Female,5,One year,Fiber optic,No,67.12,317.91,3,8.8,Yes
CUST-70850,38,Female,4,Month-to-month,DSL,Yes,44.48,179.28,4,3.8,Yes
CUST-70851,48,Male,4,Month-to-month,Fiber optic,No,51.52,204.99,3,8.0,Yes
CUST-70852,18,Male,7,Month-to-month,Fiber optic,Yes,59.93,400.19,0,7.7,Yes
CUST-70853,63,Female,11,Month-to-month,DSL,No,42.49,470.77,4,9.3,Yes
CUST-70854,32,Male,23,Two year,No service,Yes,18.0,419.13,0,,No
CUST-70855,33,Female,3,Month-to-month,Fiber optic,No,52.8,166.71,1,7.9,Yes
CUST-70856,38,Male,38,Month-to-month,No service,Yes,18.0,,1,,No
CUST-70857,49,Female,4,Month-to-month,Fiber optic,Yes,65.26,274.63,3,7.5,No
CUST-70858,39,Female,9,Month-to-month,Fiber optic,Yes,62.05,559.4,0,9.0,No
CUST-70859,63,Female,30,One year,Fiber optic,No,56.35,1791.06,2,8.1,Yes
CUST-70860,38,Male,3,One year,DSL,No,52.03,150.2,1,8.2,Yes
CUST-70861,64,Female,10,One year,DSL,No,48.8,460.31,2,7.4,Yes
CUST-70862,38,Male,33,One year,No service,No,18.0,576.89,3,5.0,No
CUST-70863,41,Female,31,Month-to-month,No service,Yes,18.0,526.38,2,6.3,No
CUST-70864,19,Female,4,One year,Fiber optic,Yes,69.67,273.21,2,6.9,Yes
CUST-70865,30,Female,8,Month-to-month,Fiber optic,No,75.06,603.66,1,9.5,Yes
CUST-70866,45,Male,21,One year,DSL,No,40.51,874.72,3,7.9,Yes
CUST-70867,21,Female,28,Month-to-month,DSL,No,29.09,804.78,1,9.9,No
CUST-70868,65,Male,9,Month-to-month,DSL,No,39.1,334.42,0,10.0,Yes
CUST-70869,44,Male,25,Month-to-month,No service,Yes,32.78,819.84,1,8.6,No
CUST-70870,36,Female,27,Two year,DSL,Yes,30.32,790.61,3,8.5,No
CUST-70871,40,Female,19,Month-to-month,Fiber optic,Yes,74.28,1484.56,2,7.2,Yes
CUST-70872,64,Male,24,Two year,Fiber optic,Yes,50.55,1166.05,5,6.9,No
CUST-70873,52,Female,34,Month-to-month,DSL,Yes,47.87,1564.37,1,8.6,No
CUST-70874,18,Female,17,Month-to-month,DSL,No,41.85,676.29,1,8.8,Yes
CUST-70875,35,Female,0,One year,Fiber optic,Yes,64.85,0.0,1,6.5,Yes
CUST-70876,54,Female,14,Month-to-month,Fiber optic,No,65.79,896.41,3,5.1,Yes
CUST-70877,29,Male,21,Month-to-month,DSL,Yes,35.71,725.18,3,7.5,No
CUST-70878,46,Female,18,Month-to-month,Fiber optic,Yes,56.66,1070.91,3,8.1,Yes
CUST-70879,18,Female,37,Two year,Fiber optic,Yes,59.93,2343.97,1,9.1,No
CUST-70880,33,Female,27,Month-to-month,DSL,Yes,46.03,1292.61,2,5.9,Yes
CUST-70881,43,Female,2,Month-to-month,No service,No,18.0,35.08,0,9.6,No
CUST-70882,51,Male,11,One year,Fiber optic,Yes,55.18,589.72,0,7.3,No
CUST-70883,34,Female,17,Two year,DSL,Yes,50.53,891.84,0,6.0,No
CUST-70884,54,Male,21,Month-to-month,No service,No,20.59,451.95,3,9.0,Yes
CUST-70885,20,Female,51,Two year,No service,No,18.0,878.55,2,6.0,No
CUST-70886,38,Female,14,One year,DSL,Yes,32.04,461.65,2,6.9,No
CUST-70887,44,Female,18,Month-to-month,DSL,No,47.37,894.25,0,8.7,No
CUST-70888,19,Male,10,One year,Fiber optic,Yes,63.75,646.89,0,10.0,No
CUST-70889,59,Female,56,Month-to-month,No service,Yes,31.54,,0,7.7,No
CUST-70890,45,Male,20,Month-to-month,No service,No,18.0,341.59,1,8.8,No
CUST-70891,25,Female,4,Two year,DSL,Yes,49.64,205.26,1,9.2,No
CUST-70892,49,Male,2,Month-to-month,Fiber optic,Yes,55.95,107.36,2,7.7,Yes
CUST-70893,29,Female,19,Two year,DSL,Yes,31.92,634.63,3,6.1,No
CUST-70894,32,Male,2,Month-to-month,DSL,Yes,46.32,89.07,0,10.0,Yes
CUST-70895,22,Male,37,Month-to-month,Fiber optic,No,54.9,2045.5,2,7.3,No
CUST-70896,36,Female,11,Month-to-month,DSL,Yes,44.27,470.18,2,9.8,Yes
CUST-70897,18,Male,28,Month-to-month,Fiber optic,No,66.28,1807.13,4,8.4,Yes
CUST-70898,44,Female,14,Month-to-month,Fiber optic,Yes,76.94,1014.04,3,10.0,Yes
CUST-70899,67,Male,12,One year,DSL,Yes,41.83,513.45,2,7.1,No
CUST-70900,35,Female,14,One year,Fiber optic,No,67.92,931.04,2,8.1,No
CUST-70901,18,Female,10,Month-to-month,Fiber optic,No,70.43,711.57,1,7.5,Yes
CUST-70902,34,Female,21,Month-to-month,DSL,Yes,43.19,,2,7.8,Yes
CUST-70903,40,Male,12,Month-to-month,DSL,Yes,38.04,432.53,2,8.3,No
CUST-70904,43,Male,7,Month-to-month,Fiber optic,No,79.16,,2,8.1,No
CUST-70905,40,Male,11,One year,DSL,Yes,35.63,374.54,1,8.3,No
CUST-70906,62,Female,5,Month-to-month,DSL,Yes,49.57,262.22,3,6.3,Yes
CUST-70907,38,Male,20,Month-to-month,Fiber optic,No,60.14,1134.66,3,9.4,Yes
CUST-70908,35,Male,3,Month-to-month,Fiber optic,No,75.29,217.84,3,8.6,Yes
CUST-70909,46,Female,3,One year,DSL,Yes,54.48,166.72,2,9.5,No
CUST-70910,47,Female,7,One year,No service,Yes,18.0,,3,8.1,Yes
CUST-70911,38,Male,17,Month-to-month,Fiber optic,No,55.11,986.98,1,10.0,Yes
CUST-70912,38,Male,13,Two year,DSL,Yes,49.05,642.13,1,8.4,Yes
CUST-70913,32,Female,12,Two year,Fiber optic,Yes,74.27,906.38,3,6.5,No
CUST-70914,51,Female,29,Month-to-month,No service,Yes,31.12,884.37,2,6.0,No
CUST-70915,19,Female,24,Month-to-month,DSL,Yes,42.33,987.27,3,7.9,No
CUST-70916,43,Male,4,Month-to-month,Fiber optic,No,50.85,193.37,1,8.1,Yes
CUST-70917,53,Male,8,One year,DSL,Yes,36.28,,2,8.3,Yes
CUST-70918,40,Male,16,One year,Fiber optic,Yes,63.69,1022.66,4,6.7,No
CUST-70919,18,Male,3,Month-to-month,Fiber optic,Yes,74.5,228.76,3,6.4,Yes
CUST-70920,39,Male,14,Month-to-month,DSL,Yes,29.67,425.32,1,10.0,No
CUST-70921,51,Female,10,Month-to-month,No service,Yes,18.0,183.09,2,6.2,Yes
CUST-70922,44,Female,15,Month-to-month,DSL,Yes,49.91,712.06,0,9.1,No
CUST-70923,26,Male,35,Month-to-month,Fiber optic,Yes,72.91,2546.81,3,6.7,No
CUST-70924,73,Male,22,Month-to-month,Fiber optic,Yes,75.3,1617.56,3,9.1,Yes
CUST-70925,54,Female,18,One year,Fiber optic,No,44.18,754.76,2,8.2,No
CUST-70926,43,Male,15,Two year,No service,No,18.0,263.14,1,7.1,No
CUST-70927,80,Female,16,One year,Fiber optic,Yes,67.02,1069.66,3,,No
CUST-70928,37,Female,20,One year,Fiber optic,Yes,62.41,1303.1,1,7.9,Yes
CUST-70929,20,Female,30,One year,DSL,Yes,43.52,1251.49,2,6.5,No
CUST-70930,39,Male,19,Month-to-month,Fiber optic,Yes,60.5,1112.96,3,7.1,Yes
CUST-70931,42,Male,37,One year,No service,No,28.48,1086.04,0,7.3,No
CUST-70932,19,Male,29,Two year,DSL,No,42.71,1242.76,0,8.6,No
CUST-70933,51,Male,18,Month-to-month,DSL,Yes,41.04,720.36,1,10.0,No
